"College
Code",College Name,"Branch
code",Branch Name,OC,BC,BCM,MBC_DNC,SC,SCA,ST
2747,"SHREE VENKATESHWARA HI-TECH
ENGINEERING COLLEGE",ME,Mechanical Engineering,136.33,124.33,,,,,
2748,SURYA ENGINEERING COLLEGE,CE,Civil Engineering,125,,,,,,
2749,"EASA COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",,,,,130.67,,
2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF
TECHNOLOGY",AG,Agriculture Engineering,144.67,,,,,,
2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF
TECHNOLOGY",EC,"Electronics and
Communication Engineering",153.33,151.67,,128.67,,,
2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",,139.67,,,,,
2750,"KIT - KALAIGNAR KARUNANIDHI INSTITUTE OF
TECHNOLOGY",ME,Mechanical Engineering,133,,,,,,
2751,KGISL INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,,126.33,,,,,
2752,NANDHA COLLEGE OF TECHNOLOGY,CS,"Computer Science and
Engineering",133.67,,,,,,
2752,NANDHA COLLEGE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",156.33,,,,,,
2752,NANDHA COLLEGE OF TECHNOLOGY,ME,Mechanical Engineering,,127.67,,,,,
2758,J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,CE,Civil Engineering,120.33,,,,,,
2758,J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,CS,"Computer Science and
Engineering",160.67,123.33,,,,,
2758,J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",134.33,,,,,,
2758,J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",,,,119,,,
2761,UNITED INSTITUTE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",129.33,,,,,,
2761,UNITED INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",133,,,,,,
2761,UNITED INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,,,,,106.67,,
2763,"AKSHAYA COLLEGE OF ENGINEERING &
TECHNOLOGY",CE,Civil Engineering,,121,,,,,
2763,"AKSHAYA COLLEGE OF ENGINEERING &
TECHNOLOGY",CS,"Computer Science and
Engineering",114.67,,,,,,
2763,"AKSHAYA COLLEGE OF ENGINEERING &
TECHNOLOGY",EC,"Electronics and
Communication Engineering",131,,,,,,
2763,"AKSHAYA COLLEGE OF ENGINEERING &
TECHNOLOGY",MC,Mechatronics,132.33,128.67,,,,,
2763,"AKSHAYA COLLEGE OF ENGINEERING &
TECHNOLOGY",ME,Mechanical Engineering,,,130.33,,,,
2764,"K P R INSTITUTE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",127.67,,,,,,
2764,"K P R INSTITUTE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,149.33,,,,,,
2772,"C M S COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,123.33,,,,,,
2776,RVS TECHNICAL CAMPUS - COIMBATORE,ME,Mechanical Engineering,127,,,,139.67,,
3410,"KRISHNASAMY COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,116,,,,,,
3410,"KRISHNASAMY COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",,120.33,,,,,
3410,"KRISHNASAMY COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",116,,,,,,
3410,"KRISHNASAMY COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,,,,130.67,,,
3425,"C.K. COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,137.33,,,,,,
3425,"C.K. COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",,,,126,,,
3425,"C.K. COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,129.33,,,,125.67,,
3454,SRI RAMAKRISHNA COLLEGE OF ENGINEERING,AG,Agriculture Engineering,117.33,,,,,,
3456,"K.S.K COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,140.33,,,,,,
3456,"K.S.K COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",135,,,,,,
3456,"K.S.K COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,,,,,128.67,,
3458,"DHANALAKSHMI SRINIVASAN INSTITUTE OF
RESEARCH AND TECHNOLOGY",FD,Food Technology,113,,,,,,
3459,"DHANALAKSHMI SRINIVASAN INSTITUTE OF
TECHNOLOGY",CS,"Computer Science and
Engineering",147.67,,,,,,
3459,"DHANALAKSHMI SRINIVASAN INSTITUTE OF
TECHNOLOGY",EC,"Electronics and
Communication Engineering",,,,115.67,,,
3459,"DHANALAKSHMI SRINIVASAN INSTITUTE OF
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",122,,,,,,
3459,"DHANALAKSHMI SRINIVASAN INSTITUTE OF
TECHNOLOGY",ME,Mechanical Engineering,134.67,,,120.33,,,
3461,HAJI SHEIK ISMAIL ENGINEERING COLLEGE,CE,Civil Engineering,,,,121.67,,,
3461,HAJI SHEIK ISMAIL ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",,,,,125.67,,
3461,HAJI SHEIK ISMAIL ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",137,,,,,,
3461,HAJI SHEIK ISMAIL ENGINEERING COLLEGE,ME,Mechanical Engineering,127.33,,,,,,
3464,"GOVERNMENT COLLEGE OF ENGINEERING -
THANJAVUR",CE,Civil Engineering,,,,,123.67,,
3464,"GOVERNMENT COLLEGE OF ENGINEERING -
THANJAVUR",CS,"Computer Science and
Engineering",129,,,,,,
3464,"GOVERNMENT COLLEGE OF ENGINEERING -
THANJAVUR",EC,"Electronics and
Communication Engineering",129.67,,,,,,
3464,"GOVERNMENT COLLEGE OF ENGINEERING -
THANJAVUR",ME,Mechanical Engineering,,,,135.33,,,
3465,"GOVERNMENT COLLEGE OF ENGINEERING -
SRIRANGAM",CE,Civil Engineering,129.67,,,,,,
3465,"GOVERNMENT COLLEGE OF ENGINEERING -
SRIRANGAM",CS,"Computer Science and
Engineering",,,,146.33,,,
3465,"GOVERNMENT COLLEGE OF ENGINEERING -
SRIRANGAM",EC,"Electronics and
Communication Engineering",,121.67,,,,,
3465,"GOVERNMENT COLLEGE OF ENGINEERING -
SRIRANGAM",EE,"Electrical and Electronics
Engineering",146.67,,,,,,
3465,"GOVERNMENT COLLEGE OF ENGINEERING -
SRIRANGAM",ME,Mechanical Engineering,,,,,141.67,,
3466,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,CS,"Computer Science and
Engineering",108.67,,,,,,
3466,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,113.83,,,113.67,,,
3760,"SIR ISSAC NEWTON COLLEGE OF ENGINEERING
AND TECHNOLOGY",CS,"Computer Science and
Engineering",,,,,129,,
3760,"SIR ISSAC NEWTON COLLEGE OF ENGINEERING
AND TECHNOLOGY",EC,"Electronics and
Communication Engineering",146.67,,,,,,
3760,"SIR ISSAC NEWTON COLLEGE OF ENGINEERING
AND TECHNOLOGY",ME,Mechanical Engineering,132.33,,,,,,
3766,"STAR LION COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",114.33,,,,,,
3766,"STAR LION COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,117.67,,,,111.33,,
3786,M.A.M. SCHOOL OF ENGINEERING,EE,"Electrical and Electronics
Engineering",,,,,138.33,,
3786,M.A.M. SCHOOL OF ENGINEERING,MC,Mechatronics,114.67,,,,,,
3786,M.A.M. SCHOOL OF ENGINEERING,ME,Mechanical Engineering,124.67,,,,,,
3795,SRM TRP ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",,130.33,,,,,
3801,A.V.C COLLEGE OF ENGINEERING,CE,Civil Engineering,136.67,,,,,,
3801,A.V.C COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",126,,,,,,
3801,A.V.C COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",,,,,124.33,,
3801,A.V.C COLLEGE OF ENGINEERING,IC,"Instrumentation and Control
Engineering",123,,,,,,
3801,A.V.C COLLEGE OF ENGINEERING,ME,Mechanical Engineering,130.67,,,125.67,,,
3803,"ANJALAI AMMAL MAHALINGAM ENGINEERING
COLLEGE",EC,"Electronics and
Communication Engineering",145.67,,,,,,
3803,"ANJALAI AMMAL MAHALINGAM ENGINEERING
COLLEGE",EE,"Electrical and Electronics
Engineering",135,,,,,,
3803,"ANJALAI AMMAL MAHALINGAM ENGINEERING
COLLEGE",ME,Mechanical Engineering,147,,,126.67,123.33,,
3804,ARASU ENGINEERING COLLEGE,AG,Agriculture Engineering,,,,,129.33,,
3804,ARASU ENGINEERING COLLEGE,BM,Bio- Medical Engineering,121,,,,,,
3804,ARASU ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",155,134,,,,,
3804,ARASU ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",,141,,,,,
3804,ARASU ENGINEERING COLLEGE,ME,Mechanical Engineering,150.67,,,,134,,
3805,"DHANALAKSHMI SRINIVASAN ENGINEERING
COLLEGE",EE,"Electrical and Electronics
Engineering",111,,,,,,
3805,"DHANALAKSHMI SRINIVASAN ENGINEERING
COLLEGE",ME,Mechanical Engineering,132,120.67,,,,,
3806,"E.G.S.PILLAY ENGINEERING COLLEGE
(AUTONOMOUS)",BM,Bio- Medical Engineering,138,,,,,,
3806,"E.G.S.PILLAY ENGINEERING COLLEGE
(AUTONOMOUS)",CE,Civil Engineering,,,,123.33,141.33,,
3806,"E.G.S.PILLAY ENGINEERING COLLEGE
(AUTONOMOUS)",CS,"Computer Science and
Engineering",147,,,134.33,,,
3806,"E.G.S.PILLAY ENGINEERING COLLEGE
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",152.33,141.83,,142.67,,,
3806,"E.G.S.PILLAY ENGINEERING COLLEGE
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",,,,,135.67,,
3806,"E.G.S.PILLAY ENGINEERING COLLEGE
(AUTONOMOUS)",IT,Information Technology,153.67,,,,125.67,,
3806,"E.G.S.PILLAY ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,171.17,148,,,,,
3810,M.A.M COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",129,,,,,,
3810,M.A.M COLLEGE OF ENGINEERING,EE,"Electrical and Electronics
Engineering",141,,,,,,
3810,M.A.M COLLEGE OF ENGINEERING,ME,Mechanical Engineering,135.67,,,,,,
3811,M.I.E.T ENGINEERING COLLEGE,CE,Civil Engineering,124,,,,,,
3811,M.I.E.T ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",107.67,,,,,,
3811,M.I.E.T ENGINEERING COLLEGE,ME,Mechanical Engineering,159.33,,,,,,
3812,MOOKAMBIGAI COLLEGE OF ENGINEERING,AU,Automobile Engineering,,,,,126.67,,
3812,MOOKAMBIGAI COLLEGE OF ENGINEERING,ME,Mechanical Engineering,127.33,,,106.33,,,
3813,OXFORD ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",113.67,,,,,,
3813,OXFORD ENGINEERING COLLEGE,ME,Mechanical Engineering,159.33,130.67,,,,,
3817,ROEVER ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",130.33,,,,,,
3817,ROEVER ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",132,,,,,,
3817,ROEVER ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",,149,,,,,
3817,ROEVER ENGINEERING COLLEGE,ME,Mechanical Engineering,116.67,,,,,,
3820,TRICHY ENGINEERING COLLEGE,ME,Mechanical Engineering,121,,,,,,
3821,"A.R.J COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,121.33,,,,,,
3821,"A.R.J COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",,,,,115,,
3821,"A.R.J COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,122.67,,,120,,,
3823,SRINIVASAN ENGINEERING COLLEGE,AE,Aeronautical Engineering,124,,,,,,
3823,SRINIVASAN ENGINEERING COLLEGE,ME,Mechanical Engineering,,,,,123.67,,
3826,"KONGUNADU COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,117.33,,,,,,
3826,"KONGUNADU COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",152.33,129.33,,,,,
3826,"KONGUNADU COLLEGE OF ENGINEERING AND
TECHNOLOGY",IT,Information Technology,135,,,,,,
3826,"KONGUNADU COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,143,,,126,,,
3829,"M.A.M COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",,,,,112.33,,
3829,"M.A.M COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",131.67,111.33,,,,,
3829,"M.A.M COLLEGE OF ENGINEERING AND
TECHNOLOGY",IT,Information Technology,112.33,,,,,,
3829,"M.A.M COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,120,116.33,,,,,
3831,INDRA GANESAN COLLEGE OF ENGINEERING,ME,Mechanical Engineering,,,,,121,,
3843,M R K INSTITUTE OF TECHNOLOGY,CS,"Computer Science and
Engineering",,,,132.67,113.33,,
3843,M R K INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",141.33,,,,,,
3843,M R K INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,132,,,128.33,,,
3845,IMAYAM COLLEGE OF ENGINEERING,CE,Civil Engineering,118.17,,,,,,
3845,IMAYAM COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",114.67,,,,,,
3845,IMAYAM COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",,,,,118,,
3845,IMAYAM COLLEGE OF ENGINEERING,EE,"Electrical and Electronics
Engineering",,,,,128.33,,
3845,IMAYAM COLLEGE OF ENGINEERING,ME,Mechanical Engineering,132,,,129.33,,,
3848,VANDAYAR ENGINEERING COLLEGE,CE,Civil Engineering,115.33,,,,,,
3848,VANDAYAR ENGINEERING COLLEGE,ME,Mechanical Engineering,116,115.33,,,,,
3849,"ANNAI COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,127,,,,,,
3849,"ANNAI COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",125.33,118.33,,,,,
3849,"ANNAI COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",139.33,,,,,,
3849,"ANNAI COLLEGE OF ENGINEERING AND
TECHNOLOGY",IT,Information Technology,,,,,114.67,,
3849,"ANNAI COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,139.33,,,132,127.67,,
3854,"MAHATH AMMA INSTITUTE OF ENGINEERING
AND TECHNOLOGY",EE,"Electrical and Electronics
Engineering",121.67,,,,,,
3855,"AS-SALAM COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,121,,,,,,
3855,"AS-SALAM COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",,,,,123.33,,
3855,"AS-SALAM COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",148,122.33,,,,,
3855,"AS-SALAM COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,134.67,,,,,,
3857,"MEENAKSHI RAMASWAMY ENGINEERING
COLLEGE",EE,"Electrical and Electronics
Engineering",151,,,147.67,,,
3857,"MEENAKSHI RAMASWAMY ENGINEERING
COLLEGE",ME,Mechanical Engineering,,115.33,,123.67,140.67,,
3859,"SEMBODAI RUKMANI VARATHARAJAN
ENGINEERING COLLEGE",EC,"Electronics and
Communication Engineering",,,,,120,,
3860,"St. ANNE'S COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",122,,,114.67,,,
3860,"St. ANNE'S COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,,,,,128.33,,
3905,KINGS COLLEGE OF ENGINEERING,ME,Mechanical Engineering,128,116.67,,,,,
3925,"M.A.R. COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",119.33,,,,,,
4669,THAMIRABHARANI ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",125.33,,,,,,
4670,"ROHINI COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,,129.67,,,,,
4670,"ROHINI COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",129,,,,,,
4670,"ROHINI COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",147.33,122.33,,,,,
4670,"ROHINI COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,136,134,,,126.67,,
4672,STELLA MARY'S  COLLEGE OF ENGINEERING,CE,Civil Engineering,139,,,,,,
4672,STELLA MARY'S  COLLEGE OF ENGINEERING,ME,Mechanical Engineering,144.17,123.33,,,,,
4675,"UNIVERSAL COLLEGE OF ENGINEERING &
TECHNOLOGY",CS,"Computer Science and
Engineering",126.33,,,,,,
4675,"UNIVERSAL COLLEGE OF ENGINEERING &
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",131.67,131.67,,,,,
4677,"LOURDES MOUNT COLLEGE OF ENGINEERING
AND TECHNOLOGY",CE,Civil Engineering,104.67,,,,,,
4677,"LOURDES MOUNT COLLEGE OF ENGINEERING
AND TECHNOLOGY",EC,"Electronics and
Communication Engineering",,,,,111.67,,
4677,"LOURDES MOUNT COLLEGE OF ENGINEERING
AND TECHNOLOGY",EE,"Electrical and Electronics
Engineering",128.33,125.67,,,,,
4678,RAMCO INSTITUTE OF TECHNOLOGY,CE,Civil Engineering,,,,,138.33,,
4678,RAMCO INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,145,,,,,,
4680,"AAA COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",124.67,,,,,,
4680,"AAA COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,144,132.67,,,,,
4864,V V COLLEGE OF ENGINEERING,ME,Mechanical Engineering,,124,,,,,
4917,"SETHU INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",AG,Agriculture Engineering,132.67,,,,,,
4917,"SETHU INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",BM,Bio- Medical Engineering,130.33,,,,,,
4917,"SETHU INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",CE,Civil Engineering,132,,,127.33,,,
4917,"SETHU INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",CS,"Computer Science and
Engineering",132.67,,,,,,
4917,"SETHU INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",134.67,,,,,,
4917,"SETHU INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",137.67,,,,,,
4917,"SETHU INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",ME,Mechanical Engineering,138.33,135.67,117,138,125,,
4927,"MARIA COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,120,,,,,,
4928,"MAR EPHRAEM COLLEGE OF ENGINEERING
AND TECHNOLOGY",CE,Civil Engineering,125.67,119.67,,,,,
4928,"MAR EPHRAEM COLLEGE OF ENGINEERING
AND TECHNOLOGY",CS,"Computer Science and
Engineering",144,,,,,,
4928,"MAR EPHRAEM COLLEGE OF ENGINEERING
AND TECHNOLOGY",EC,"Electronics and
Communication Engineering",133,129.33,,,,,
4928,"MAR EPHRAEM COLLEGE OF ENGINEERING
AND TECHNOLOGY",ME,Mechanical Engineering,142,122,,,,,
4929,M.E.T ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",,,,130,,,
4933,St.MOTHER THERESA ENGINEERING COLLEGE,CE,Civil Engineering,,,,126,,,
4933,St.MOTHER THERESA ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",,117.33,,,,,
4933,St.MOTHER THERESA ENGINEERING COLLEGE,ME,Mechanical Engineering,159,,,141.67,134.67,,
4934,HOLY CROSS ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",133,,,,,,
4941,UNNAMALAI INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",,,,132,,,
4941,UNNAMALAI INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,116,,,,,,
4943,"SATYAM COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",113.33,,,,,,
4943,"SATYAM COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,,,,,125,,
4944,"ARUNACHALA COLLEGE OF ENGINEERING FOR
WOMEN",CE,Civil Engineering,119.67,117.33,,,,,
4946,DMI ENGINEERING COLLEGE,CE,Civil Engineering,130,,,,,,
4946,DMI ENGINEERING COLLEGE,ME,Mechanical Engineering,143.33,,,,,,
4949,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE,CE,Civil Engineering,,,,,116.33,,
4949,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE,CS,"Computer Science and
Engineering",117.67,118,,,,,
4949,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE,IN,"Industrial Engineering and
Management",,,,,115,,
4949,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE,MC,Mechatronics,118.33,113.33,,,,,
4949,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE,ME,Mechanical Engineering,125.67,,,,,,
4949,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE,MU,"Mechanical  and Automation
Engineering",163,,,,,,
4952,C.S.I. INSTITUTE OF TECHNOLOGY,CS,"Computer Science and
Engineering",134.33,129,,,,,
4952,C.S.I. INSTITUTE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",123.67,,,,,,
4952,C.S.I. INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,145.17,123.33,,,,,
4953,CAPE INSTITUTE OF TECHNOLOGY,CE,Civil Engineering,130.33,,,124.33,,,
4953,CAPE INSTITUTE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",,,125,,,,
4953,CAPE INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",132.67,,,,,,
4953,CAPE INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,143.67,130.33,,,135,,
4955,FRANCIS XAVIER ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",129,,,,,,
4955,FRANCIS XAVIER ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",112.67,,,,,,
4955,FRANCIS XAVIER ENGINEERING COLLEGE,ME,Mechanical Engineering,164,122,,132,,,
4959,"KAMARAJ COLLEGE OF ENGINEERING AND
TECHNOLOGY",MC,Mechatronics,115,,,,,,
4960,"MEPCO SCHLENK ENGINEERING COLLEGE
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",133.33,,,,,,
4960,"MEPCO SCHLENK ENGINEERING COLLEGE
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",128,,,126.33,,,
4960,"MEPCO SCHLENK ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,149,136.33,,,,,
4962,"NATIONAL ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,126,,,,,,
4964,"PSN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",AE,Aeronautical Engineering,133.33,,,,,,
4964,"PSN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",CE,Civil Engineering,,,,124.33,122.67,,
4964,"PSN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",CS,"Computer Science and
Engineering",139.67,,,,,,
4964,"PSN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",,,,140,,,
4964,"PSN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",EI,"Electronics and
Instrumentation Engineering",,,,125,,,
4964,"PSN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ME,Mechanical Engineering,146.33,,,,122.33,,
4964,"PSN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",MU,"Mechanical  and Automation
Engineering",151,117.67,,,,,
4965,P.S.R ENGINEERING COLLEGE (AUTONOMOUS),EC,"Electronics and
Communication Engineering",136.33,,,,,,
4965,P.S.R ENGINEERING COLLEGE (AUTONOMOUS),EE,"Electrical and Electronics
Engineering",115.33,,,,,,
4965,P.S.R ENGINEERING COLLEGE (AUTONOMOUS),ME,Mechanical Engineering,138,,,,,,
4967,"S.VEERASAMY CHETTIAR COLLEGE OF
ENGINEERING AND TECHNOLOGY",EE,"Electrical and Electronics
Engineering",125,,,,,,
4968,SARDAR RAJA COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",130,125.67,,,,,
4968,SARDAR RAJA COLLEGE OF ENGINEERING,ME,Mechanical Engineering,153,,,,,,
4969,"SCAD COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",116.33,,,,,,
4969,"SCAD COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",126.67,,,,,,
4969,"SCAD COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",,,,,120,,
4969,"SCAD COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,175,,,,,,
4971,"St.XAVIER'S CATHOLIC COLLEGE OF
ENGINEERING",EC,"Electronics and
Communication Engineering",125,,,,,,
4971,"St.XAVIER'S CATHOLIC COLLEGE OF
ENGINEERING",ME,Mechanical Engineering,122.33,,,,,,
4973,RAJAS ENGINEERING COLLEGE,AE,Aeronautical Engineering,117.67,,,,,,
4973,RAJAS ENGINEERING COLLEGE,ME,Mechanical Engineering,127.67,,,,,,
4974,"GOVERNMENT COLLEGE OF ENGINEERING -
TIRUNELVELI",CE,Civil Engineering,,130.33,,,,,
4974,"GOVERNMENT COLLEGE OF ENGINEERING -
TIRUNELVELI",CS,"Computer Science and
Engineering",,150.67,,,,,
4974,"GOVERNMENT COLLEGE OF ENGINEERING -
TIRUNELVELI",EC,"Electronics and
Communication Engineering",133.33,,,121,117.67,,
4974,"GOVERNMENT COLLEGE OF ENGINEERING -
TIRUNELVELI",EE,"Electrical and Electronics
Engineering",152,,,,,,
4974,"GOVERNMENT COLLEGE OF ENGINEERING -
TIRUNELVELI",ME,Mechanical Engineering,176.33,152.67,,,,,
4975,DR.G.U.POPE COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",131.33,,,,,,
4975,DR.G.U.POPE COLLEGE OF ENGINEERING,ME,Mechanical Engineering,149,,,,,,
4980,EINSTEIN COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",125.67,,,,,,
4980,EINSTEIN COLLEGE OF ENGINEERING,ME,Mechanical Engineering,124.67,124.67,,,,,
