"COLLEGE
CODE",COLLEGE NAME,BRANCH,BRANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140,,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",CS,COMPUTER SCIENCE AND ENGINEERING,153.5,148,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",150,,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",IT,INFORMATION TECHNOLOGY,168,143.5,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",ME,MECHANICAL ENGINEERING,,,,,160,,
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District
641659",CS,COMPUTER SCIENCE AND ENGINEERING,,160,,,,,
2722,"Sri Krishna College of Technology (Autonomous) ,
Kovaipudur Post, Coimbatore District 641042",CS,"COMPUTER SCIENCE AND
ENGINEERING",157.5,114.5,,,,,
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",156.5,131.5,,,,,
2722,"Sri Krishna College of Technology (Autonomous) ,
Kovaipudur Post, Coimbatore District 641042",IT,INFORMATION TECHNOLOGY,134.5,,,102.5,,,
2722,"Sri Krishna College of Technology (Autonomous) ,
Kovaipudur Post, Coimbatore District 641042",ME,MECHANICAL ENGINEERING,,131,,,,,
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638012",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",157.5,,,,,,
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638012",ME,MECHANICAL ENGINEERING,173.5,,,,,,
2725,"Sri Ramakrishna Institute of Technology
(Autonomous), Pachapalayam, Coimbatore District 641010",CS,COMPUTER SCIENCE AND ENGINEERING,142.5,,,,,,
2726,"SNS College of Technology (Autonomous),
Kalappatti Post, Coimbatore District 641035",AL,"Artificial Intelligence and
Machine Learning",100,,,,,,
2726,"SNS College of Technology (Autonomous),
Kalappatti Post, Coimbatore District 641035",CS,"COMPUTER SCIENCE AND
ENGINEERING",160,125.5,,,,,
2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",137,,,,,,
2726,"SNS College of Technology (Autonomous),
Kalappatti Post, Coimbatore District 641035",ME,MECHANICAL ENGINEERING,,146,,,,,
2727,"Sri Shakthi Institute of Engineering and Technology
(Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",AG,AGRICULTURAL ENGINEERING,,162,,,,,
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District
641105",CS,COMPUTER SCIENCE AND ENGINEERING,,130.5,,,,,
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District
641402",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,132.5,,,,,,
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District
641402",CS,COMPUTER SCIENCE AND ENGINEERING,,154,,,,,
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District
641021",ME,MECHANICAL ENGINEERING,101.5,,,,,,
2736,"Dr. N G P Institute of Technology, Kalapatti Road,
Coimbatore District 641035",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",164,,,,,,
2736,"Dr. N G P Institute of Technology, Kalapatti Road,
Coimbatore District 641035",CS,"COMPUTER SCIENCE AND
ENGINEERING",,156.5,,,,,
2736,"Dr. N G P Institute of Technology, Kalapatti Road,
Coimbatore District 641035",ME,MECHANICAL ENGINEERING,129.5,,,,,,
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post,
Thondamuthur Via, Coimbatore District 641109",CS,COMPUTER SCIENCE AND ENGINEERING,,96,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148.5,,,,,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",CO,COMPUTER AND COMMUNICATION ENGINEERING,,,,,153,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",CS,COMPUTER SCIENCE AND ENGINEERING,132,128,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi,
Coimbatore District 642002",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,,,164,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi,
Coimbatore District 642002",CS,COMPUTER SCIENCE AND ENGINEERING,,142.5,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi,
Coimbatore District 642002",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,180.5,,,,,
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi,
Coimbatore District 642002",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,102.5,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,111.5,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",AG,AGRICULTURAL ENGINEERING,115.5,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",BM,BIO MEDICAL ENGINEERING,144.5,,,,,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,155,,,
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District
641105",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,142.5,,,
2745,"Kathir College of Engineering, Neelambur, Avinashi
Road, Coimbatore District 641062",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",166,,,,,,
2745,"Kathir College of Engineering, Neelambur, Avinashi
Road, Coimbatore District 641062",CS,"COMPUTER SCIENCE AND
ENGINEERING",,140,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College,
Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",CS,COMPUTER SCIENCE AND ENGINEERING,114.5,,,,,,
2747,"Shree Venkateshwara Hi-Tech Engineering College,
Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,149,,,,,,
2748,"Surya Engineering College, Mettukadai,
Kathirampatti Post, Erode District 638107",CE,CIVIL  ENGINEERING,,,103,,,,
2749,"Easa College of Engineering and Technology, NH-
47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139.5,,,,,,
2749,"Easa College of Engineering and Technology, NH-
47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",AG,AGRICULTURAL ENGINEERING,112,,,,,,
2749,"Easa College of Engineering and Technology, NH-
47, Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore District 641105",IT,INFORMATION TECHNOLOGY,,,,,117,,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology
(Autonomous), Kannampalayam, Coimbatore District 641402",BM,BIO MEDICAL ENGINEERING,,115.5,,,,,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology
(Autonomous), Kannampalayam, Coimbatore District 641402",BT,BIO TECHNOLOGY,,128.5,,,,,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore
District 641402",ME,MECHANICAL ENGINEERING,,125,,,,,
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore
District 641035",CS,COMPUTER SCIENCE AND ENGINEERING,119.5,,,,,,
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore
District 641035",IT,INFORMATION TECHNOLOGY,,140,,,,,
2752,"Nandha College of Technology,
Pitchandampalayam Post, Erode District 638052",CS,"COMPUTER SCIENCE AND
ENGINEERING",155.5,,,,,,
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,181.5,,,,,
2752,"Nandha College of Technology,
Pitchandampalayam Post, Erode District 638052",IT,INFORMATION TECHNOLOGY,,,,,138,,
2753,"PPG Institute of Technology, Vilankurichi Village,
Coimbatore District 641035",BM,BIO MEDICAL ENGINEERING,122,,,,,,
2753,"PPG Institute of Technology, Vilankurichi Village,
Coimbatore District 641035",CS,"COMPUTER SCIENCE AND
ENGINEERING",,120.5,,,,,
2758,"J K K Munirajah College of Technology, T N
Palayam, Gobi Taluk, Erode District 638506",CE,CIVIL  ENGINEERING,158,,,,,,
2758,"J K K Munirajah College of Technology, T N
Palayam, Gobi Taluk, Erode District 638506",CS,"COMPUTER SCIENCE AND
ENGINEERING",,132,,,,,
2758,"J K K Munirajah College of Technology, T N Palayam, Gobi Taluk, Erode District 638506",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,122,,,
2758,"J K K Munirajah College of Technology, T N
Palayam, Gobi Taluk, Erode District 638506",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,,116.5,,
2758,"J K K Munirajah College of Technology, T N
Palayam, Gobi Taluk, Erode District 638506",IT,INFORMATION TECHNOLOGY,107.5,,,,,,
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",RM,ROBOTICS AND AUTOMATION,,,,,116.5,,
2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District
641659",CE,CIVIL  ENGINEERING,,130.5,,,,,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur
Panchayat, Coimbatore District 641407",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,141,,,,,,
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",AM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",136.5,,,,,,
2764,"K P R Institute of Engineering and Technology
(Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",CS,COMPUTER SCIENCE AND ENGINEERING,191.5,,,,,,
2770,"Studyworld College of Engineering, Madukarai
Post, Coimbatore - 641 105.",ME,MECHANICAL ENGINEERING,,,,121.5,,,
2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post,
Coimbatore District 641032",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.5,,,,,,
2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus,  Kannampalayam, Sulur,
Coimbatore District 641 402",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,168.42,,,,,,
2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus,  Kannampalayam, Sulur,
Coimbatore District 641 402",CS,COMPUTER SCIENCE AND ENGINEERING,,,,128,,,
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology),
Tiruchirappalli District 620024",CE,CIVIL  ENGINEERING,132,,,,,,
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology),
Tiruchirappalli District 620024",CS,COMPUTER SCIENCE AND ENGINEERING,113.5,,,,,,
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology),
Tiruchirappalli District 620024",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",144,,,134.5,,,
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology),
Tiruchirappalli District 620024",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,133.5,133,,,,,
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology),
Tiruchirappalli District 620024",IT,INFORMATION TECHNOLOGY,141,,,,,,
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology),
Tiruchirappalli District 620024",ME,MECHANICAL ENGINEERING,159.5,141.5,,115,,,
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology),
Tiruchirappalli District 620024",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),,,,,,132,
3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur
District 621704",CS,COMPUTER SCIENCE AND ENGINEERING,124.5,,,,,,
3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur
District 621704",XC,CIVIL ENGINEERING (TAMIL MEDIUM),,119.5,,,,,
3018,"University College of Engineering, Thirukkuvalai,
Nagappattinam District 610204",CS,"COMPUTER SCIENCE AND
ENGINEERING",150.73,128,,,,,
3018,"University College of Engineering, Thirukkuvalai,
Nagappattinam District 610204",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,,136.1,,
3018,"University College of Engineering, Thirukkuvalai,
Nagappattinam District 610204",ME,MECHANICAL ENGINEERING,,131,,,,,
3019,"University College of Engineering, Panruti, Chennai- Kumbakonam Highway, Panikkankuppam, Panruti, Cuddalore District 607106",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,113.5,,,,,
3021,"University College of Engineering, Pattukkottai, ECR Road, Rajamadam, Pattukkottai Taluk,
Thanjavur District 614701",CE,CIVIL  ENGINEERING,159,,,,,,
3410,"Krishnasamy College of Engineering and Technology, S Kumarapuram, Cuddalore District
607109",CS,COMPUTER SCIENCE AND ENGINEERING,,132.5,,,,,
3410,"Krishnasamy College of Engineering and Technology, S Kumarapuram, Cuddalore District
607109",ME,MECHANICAL ENGINEERING,99.5,,,,,,
3425,"C K College of Engineering and Technology,
Chellangkuppam, Cuddalore District 607003",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,,99.5,,
3425,"C K College of Engineering and Technology,
Chellangkuppam, Cuddalore District 607003",ME,MECHANICAL ENGINEERING,118.5,,,,,,
3454,"Sri Ramakrishna College of Engineering, Sri
Saradha Nagar, NH-45, Perambalur District 621113",AG,AGRICULTURAL ENGINEERING,121,,,,,,
3456,"K S K College of Engineering and Technology,
Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702",AG,AGRICULTURAL ENGINEERING,108.5,,,,,,
3456,"K S K College of Engineering and Technology,
Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702",CS,COMPUTER SCIENCE AND ENGINEERING,,,,116.5,,,
3456,"K S K College of Engineering and Technology,
Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,,110.5,,
3456,"K S K College of Engineering and Technology,
Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,165.5,,,,,,
3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District
611103",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,116.5,,,,,,
3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District
611103",CS,COMPUTER SCIENCE AND ENGINEERING,,151.5,,,,,
3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District
611103",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,130,,,
3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District
611103",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,106.5,,
3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District
611103",ME,MECHANICAL ENGINEERING,144.5,,,,,,
3462,"Ariyalur Engineering College, NH-227, Trichy-
Chithambaram NH, Karuppur-Senapathy Post, Ariyalur District 621707",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,105.5,,,
3462,"Ariyalur Engineering College, NH-227, Trichy-
Chithambaram NH, Karuppur-Senapathy Post, Ariyalur District 621707",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,121.5,,
3464,"Government College of Engineering,
Gandarvakottai Road, Sengipatti, Thanjavur District 613402",CS,COMPUTER SCIENCE AND ENGINEERING,120,,,,,,
3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District
613402",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,133.5,,,,,,
3465,"Government College of Engineering, Srirangam,
Sethurappatti, Tiruchirappalli District 620012",CE,CIVIL  ENGINEERING,,,,131,,,
3465,"Government College of Engineering, Srirangam,
Sethurappatti, Tiruchirappalli District 620012",CS,"COMPUTER SCIENCE AND
ENGINEERING",,,,,159.5,,
3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",158,140.5,,,,,
3465,"Government College of Engineering, Srirangam,
Sethurappatti, Tiruchirappalli District 620012",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",122,,,,,,
3466,"Nelliandavar Institute of Technology, Nerunjikorai
Village, Pudhupalayam, Ariyalur Taluk, Ariyalur District 621704",CS,COMPUTER SCIENCE AND ENGINEERING,,,,113.5,,,
3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk, Ariyalur
District 621704",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,136.5,,,,,,
3760,"Sir Issac Newton College of Engineering and Technology, Anthanapeetai Post, Papakoil,
Nagappattinam District 611102",CS,COMPUTER SCIENCE AND ENGINEERING,,,,121.5,,,
3760,"Sir Issac Newton College of Engineering and Technology, Anthanapeetai Post, Papakoil,
Nagappattinam District 611102",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,,115.5,,
3760,"Sir Issac Newton College of Engineering and
Technology, Anthanapeetai Post, Papakoil, Nagappattinam District 611102",ME,MECHANICAL ENGINEERING,138,,,,,,
3766,"Star Lion College of Engineering and Technology, Manankorai Main Road, Manankorai Village,
Thanjavur District 614206",CE,CIVIL  ENGINEERING,,,,107.5,,,
3766,"Star Lion College of Engineering and Technology, Manankorai Main Road, Manankorai Village,
Thanjavur District 614206",CS,COMPUTER SCIENCE AND ENGINEERING,,113,,,,,
3766,"Star Lion College of Engineering and Technology,
Manankorai Main Road, Manankorai Village, Thanjavur District 614206",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122,,,,,,
3766,"Star Lion College of Engineering and Technology, Manankorai Main Road, Manankorai Village,
Thanjavur District 614206",ME,MECHANICAL ENGINEERING,137.41,,,,,,
3786,"M.A.M. School of Engineering, Siruganur,
Tiruchirappalli District 621105",AE,AERONAUTICAL ENGINEERING,131.5,,,,,,
3801,"A V C College of Engineering, Mannampandal Post,
MayiladuthuraiDistrict 609305",CS,"COMPUTER SCIENCE AND
ENGINEERING",143,,,,,,
3801,"A V C College of Engineering, Mannampandal Post,
MayiladuthuraiDistrict 609305",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,129.5,,,
3801,"A V C College of Engineering, Mannampandal Post,
MayiladuthuraiDistrict 609305",IT,INFORMATION TECHNOLOGY,,,,,136.5,,
3801,"A V C College of Engineering, Mannampandal Post,
MayiladuthuraiDistrict 609305",ME,MECHANICAL ENGINEERING,109.5,,,,,,
3804,"Arasu Engineering  College, Chennai Main Road,
Kumbakonam, Thanjavur District 612501",ME,MECHANICAL ENGINEERING,166.5,151,,,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,110,,,,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",AE,AERONAUTICAL ENGINEERING,,,,105.5,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",BM,BIO MEDICAL ENGINEERING,131,,,,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",BT,BIO TECHNOLOGY,,,,123,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",CS,COMPUTER SCIENCE AND ENGINEERING,151,124.5,,,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,,151.5,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130.5,,,,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",IT,INFORMATION TECHNOLOGY,147.5,,,,,,
3805,"Dhanalakshmi Srinivasan  Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",ME,MECHANICAL ENGINEERING,140.5,,,,,,
3806,"E G S Pillay  Engineering College (Autonomous),
Nagapattinam District 611002",CS,"COMPUTER SCIENCE AND
ENGINEERING",,132.5,,,,,
3806,"E G S Pillay  Engineering College (Autonomous), Nagapattinam District 611002",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",142.5,111.5,,,,,
3806,"E G S Pillay  Engineering College (Autonomous),
Nagapattinam District 611002",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,,125,,
3806,"E G S Pillay  Engineering College (Autonomous),
Nagapattinam District 611002",IT,INFORMATION TECHNOLOGY,135.5,,,,,,
3806,"E G S Pillay  Engineering College (Autonomous),
Nagapattinam District 611002",ME,MECHANICAL ENGINEERING,119,118.5,,,,,
3810,"M.A.M. College of Engineering, Siruganur,
Tiruchirappalli District 621105",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",133.5,,,,,,
3810,"M.A.M. College of Engineering, Siruganur,
Tiruchirappalli District 621105",CS,"COMPUTER SCIENCE AND
ENGINEERING",135,,,,,,
3810,"M.A.M. College of Engineering, Siruganur,
Tiruchirappalli District 621105",IT,INFORMATION TECHNOLOGY,,109,,,,,
3813,"Oxford Engineering College,Karumandapam,Pirattiyur,Trichy-620 009",CE,CIVIL  ENGINEERING,112,,,,,,
3815,"Pavendar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road,
Tiruchirappalli District 622515",CS,COMPUTER SCIENCE AND ENGINEERING,,156,,,,,
3815,"Pavendar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road,
Tiruchirappalli District 622515",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,118,,,
3817,"Roever Engineering College, Elambalur,
Perambalur District 621212",CE,CIVIL  ENGINEERING,,,,156,,,
3817,"Roever Engineering College, Elambalur, Perambalur District 621212",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,130,,,,,
3817,"Roever Engineering College, Elambalur,
Perambalur District 621212",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,152.5,,,
3819,"Saranathan College of  Engineering, Panjappur,
Tiruchirappalli District  620012",CS,"COMPUTER SCIENCE AND
ENGINEERING",,132,,,,,
3821,"A R J College of Engineering and Technology,
Mannargudi Taluk, Thiruvarur District 614001",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,99.5,,,,,
3821,"A R J College of Engineering and Technology,
Mannargudi Taluk, Thiruvarur District 614001",ME,MECHANICAL ENGINEERING,,,,118,,,
3825,"St. Joseph's College of Engineering and
Technology, Elupatti Village, Rawaspatti Post, Thanjavur District 613403",CS,COMPUTER SCIENCE AND ENGINEERING,143.5,,,,,,
3826,"Kongunadu College of Engineering and Technology
(Autonomous), Tholurpatti, Thottiyam, Tiruchirappalli District 621215",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,98,,,,,,
3826,"Kongunadu College of Engineering and Technology
(Autonomous), Tholurpatti, Thottiyam, Tiruchirappalli District 621215",CS,COMPUTER SCIENCE AND ENGINEERING,,,,142.5,,,
3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam,
Tiruchirappalli District 621215",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,121,,,
3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam,
Tiruchirappalli District 621215",IT,INFORMATION TECHNOLOGY,124,,,,,,
3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam,
Tiruchirappalli District 621215",ME,MECHANICAL ENGINEERING,,122.5,,,,,
3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur,
Tiruchirappalli District 621105",CS,COMPUTER SCIENCE AND ENGINEERING,,158,,,,,
3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur,
Tiruchirappalli District 621105",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,128.5,,
3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur,
Tiruchirappalli District 621105",ME,MECHANICAL ENGINEERING,106,,,,,,
3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District
608306",CE,CIVIL  ENGINEERING,,,,107,,,
3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District
608306",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",144.5,,,,,,
3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District
608306",ME,MECHANICAL ENGINEERING,110,,,,,,
3844,"Shivani Engineering College, Trichy-Dindigul NH Road, Poolangulathupatti, Tiruchirappalli - 620009",BM,BIO MEDICAL ENGINEERING,,99,,,,,
3846,"Mother Terasa College of Engineering and Technology, Mettusalai Post and Taluk,
Pudukkottai District 622102",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,102.5,,,,,,
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam,
Thanjavur District 612503",CE,CIVIL  ENGINEERING,110.5,,,,,,
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam,
Thanjavur District 612503",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,113,,
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam,
Thanjavur District 612503",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",125,,,,,,
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam,
Thanjavur District 612503",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,111,,,
